,holds,grades
20,"[('B5', 'start'), ('C8', 'hold'), ('E6', 'start'), ('F2', 'hold'), ('G10', 'hold'), ('G12', 'end')]",6B+
21,"[('C5', 'start'), ('E10', 'hold'), ('F6', 'start'), ('H12', 'end')]",6B+
22,"[('C5', 'start'), ('C12', 'end'), ('D6', 'start'), ('F12', 'end'), ('G11', 'hold'), ('H7', 'hold')]",6B+
23,"[('F2', 'hold'), ('G7', 'hold'), ('H12', 'end'), ('J11', 'hold'), ('J5', 'start'), ('K7', 'hold')]",6B+
24,"[('D12', 'end'), ('E10', 'hold'), ('E12', 'end'), ('F8', 'hold'), ('G9', 'hold'), ('J6', 'start'), ('K3', 'start')]",6B+
25,"[('D12', 'end'), ('E4', 'start'), ('G11', 'hold'), ('H11', 'hold'), ('H7', 'hold'), ('H4', 'start'), ('J9', 'hold')]",6B+
26,"[('B10', 'hold'), ('B7', 'hold'), ('C12', 'end'), ('D7', 'hold'), ('E3', 'hold'), ('G5', 'hold'), ('G7', 'hold'), ('J6', 'start')]",6B+
27,"[('A4', 'hold'), ('A12', 'end'), ('C12', 'end'), ('D11', 'hold'), ('G5', 'start'), ('H10', 'hold'), ('I11', 'hold'), ('J4', 'start'), ('K7', 'hold')]",6B+
28,"[('C12', 'end'), ('D6', 'start'), ('F12', 'hold'), ('G5', 'start'), ('G11', 'hold'), ('J9', 'hold'), ('J6', 'hold')]",6B+
29,"[('A6', 'start'), ('F8', 'hold'), ('F6', 'hold'), ('H10', 'hold'), ('J12', 'end'), ('J9', 'hold'), ('K12', 'end')]",6B+
30,"[('A4', 'start'), ('C8', 'hold'), ('D11', 'hold'), ('D6', 'start'), ('E10', 'hold'), ('H12', 'end')]",6B+
31,"[('D5', 'start'), ('E3', 'start'), ('F12', 'end'), ('F8', 'hold'), ('I8', 'hold')]",6B+
32,"[('C12', 'end'), ('G4', 'start'), ('I8', 'hold'), ('I11', 'hold'), ('J4', 'start')]",6B+
33,"[('B5', 'start'), ('C8', 'hold'), ('G4', 'start'), ('G8', 'hold'), ('G12', 'end')]",6B+
34,"[('D10', 'hold'), ('D6', 'start'), ('E8', 'hold'), ('F4', 'start'), ('H12', 'end'), ('H11', 'hold'), ('I4', 'hold'), ('I12', 'end')]",6B+
35,"[('C12', 'end'), ('E10', 'hold'), ('F2', 'hold'), ('G8', 'hold'), ('J9', 'hold'), ('J6', 'start'), ('K6', 'start')]",6B+
36,"[('C12', 'end'), ('E9', 'hold'), ('F11', 'hold'), ('F2', 'hold'), ('G5', 'start'), ('H7', 'hold')]",6B+
37,"[('A6', 'start'), ('A9', 'hold'), ('C11', 'hold'), ('C12', 'hold'), ('H9', 'hold'), ('J12', 'end'), ('J5', 'hold'), ('K12', 'end')]",6B+
38,"[('A6', 'start'), ('D4', 'hold'), ('F6', 'hold'), ('G11', 'hold'), ('H12', 'end'), ('H9', 'hold'), ('K12', 'end')]",6B+
39,"[('D6', 'start'), ('D3', 'start'), ('F10', 'hold'), ('G7', 'hold'), ('I12', 'end'), ('J10', 'hold')]",6B+
40,"[('D4', 'start'), ('F10', 'hold'), ('H7', 'hold'), ('J12', 'end'), ('J3', 'start')]",6C
41,"[('G4', 'start'), ('G12', 'end'), ('J7', 'hold'), ('J4', 'start'), ('K9', 'hold')]",6C
42,"[('F12', 'end'), ('F2', 'hold'), ('G5', 'start'), ('J4', 'start'), ('K9', 'hold')]",6C
43,"[('A9', 'hold'), ('D4', 'start'), ('F11', 'hold'), ('G11', 'hold'), ('I5', 'hold'), ('K12', 'end')]",6C
44,"[('C6', 'start'), ('E6', 'start'), ('E9', 'hold'), ('G12', 'end'), ('I10', 'hold'), ('K12', 'end')]",6C
45,"[('D12', 'end'), ('H11', 'hold'), ('H10', 'hold'), ('J9', 'hold'), ('J5', 'start')]",6C
46,"[('A7', 'hold'), ('B11', 'hold'), ('B9', 'hold'), ('D4', 'start'), ('G12', 'end')]",6C
47,"[('D4', 'start'), ('G4', 'start'), ('I8', 'hold'), ('J9', 'hold'), ('K12', 'end')]",6C
48,"[('B5', 'start'), ('C5', 'start'), ('E9', 'hold'), ('F6', 'hold'), ('G12', 'end'), ('J8', 'hold'), ('K12', 'end')]",6C
49,"[('B3', 'start'), ('C10', 'hold'), ('E6', 'start'), ('G10', 'hold'), ('G12', 'hold'), ('I5', 'hold'), ('K12', 'end')]",6C
50,"[('A4', 'start'), ('C8', 'hold'), ('E6', 'start'), ('F10', 'hold'), ('G9', 'hold'), ('I12', 'end'), ('J11', 'hold'), ('K12', 'end')]",6C
51,"[('A12', 'end'), ('C10', 'hold'), ('D12', 'end'), ('E3', 'start'), ('F8', 'hold'), ('J6', 'start')]",6C
52,"[('B7', 'hold'), ('B4', 'start'), ('C12', 'hold'), ('D4', 'start'), ('E9', 'hold'), ('H12', 'end')]",6C
53,"[('B5', 'start'), ('C8', 'hold'), ('E6', 'start'), ('G12', 'end')]",6C
54,"[('A5', 'start'), ('A8', 'hold'), ('C12', 'end'), ('E7', 'hold'), ('F6', 'start'), ('F4', 'hold')]",6C
55,"[('C5', 'start'), ('F8', 'hold'), ('H12', 'hold'), ('H10', 'hold'), ('H4', 'start'), ('K12', 'end')]",6C
56,"[('D9', 'hold'), ('E3', 'start'), ('F6', 'hold'), ('H3', 'start'), ('I12', 'end'), ('J11', 'hold'), ('K12', 'end')]",6C
57,"[('B5', 'start'), ('C6', 'start'), ('C8', 'hold'), ('G11', 'hold'), ('H7', 'hold'), ('K12', 'end')]",6C
58,"[('D9', 'hold'), ('D6', 'start'), ('G11', 'hold'), ('I2', 'start'), ('I7', 'hold'), ('J12', 'end'), ('J10', 'hold'), ('K12', 'end')]",6C
59,"[('G4', 'start'), ('G12', 'end'), ('I10', 'hold'), ('J7', 'hold'), ('J4', 'start')]",6C
60,"[('E6', 'start'), ('G8', 'hold'), ('H12', 'end'), ('I6', 'start'), ('J9', 'hold')]",6C
61,"[('A6', 'start'), ('B7', 'hold'), ('C12', 'end'), ('F2', 'hold'), ('G8', 'hold')]",6C
62,"[('A12', 'end'), ('C6', 'hold'), ('G3', 'hold'), ('G10', 'hold'), ('G12', 'end'), ('H6', 'start'), ('J4', 'start'), ('K9', 'hold')]",6C
63,"[('B5', 'start'), ('C8', 'hold'), ('E6', 'start'), ('E12', 'end')]",6C
64,"[('E3', 'start'), ('G7', 'hold'), ('G11', 'hold'), ('I3', 'start'), ('K12', 'end')]",6C
65,"[('A12', 'end'), ('B12', 'end'), ('C11', 'hold'), ('F10', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('J7', 'hold'), ('J5', 'start')]",6C
66,"[('A6', 'start'), ('A8', 'hold'), ('E10', 'hold'), ('F12', 'end')]",6C
67,"[('B3', 'start'), ('D4', 'start'), ('F10', 'hold'), ('G6', 'hold'), ('G9', 'hold'), ('I12', 'end'), ('J12', 'end')]",6C
68,"[('A12', 'end'), ('C12', 'end'), ('D12', 'hold'), ('E3', 'start'), ('G5', 'start'), ('G11', 'hold'), ('J11', 'hold'), ('J6', 'hold')]",6C
69,"[('D4', 'start'), ('E6', 'start'), ('F8', 'hold'), ('G10', 'hold'), ('H12', 'end')]",6C
70,"[('A6', 'start'), ('F8', 'hold'), ('F6', 'hold'), ('I12', 'end'), ('J9', 'hold')]",6C
71,"[('A7', 'hold'), ('A12', 'end'), ('B12', 'end'), ('E12', 'hold'), ('F11', 'hold'), ('G4', 'start'), ('J10', 'hold'), ('J7', 'hold'), ('J4', 'start')]",6C
72,"[('A6', 'start'), ('B7', 'hold'), ('F4', 'hold'), ('G9', 'hold'), ('G11', 'hold'), ('H12', 'end')]",6C
73,"[('A6', 'start'), ('A12', 'end'), ('B12', 'end'), ('B7', 'hold'), ('D11', 'hold'), ('E12', 'hold'), ('F4', 'hold'), ('F2', 'hold'), ('H9', 'hold')]",6C
74,"[('A6', 'start'), ('C8', 'hold'), ('F8', 'hold'), ('G11', 'hold'), ('I12', 'end'), ('K12', 'end')]",6C
75,"[('B5', 'start'), ('D9', 'hold'), ('G4', 'start'), ('J12', 'end'), ('J11', 'hold'), ('K12', 'end')]",6C
76,"[('A6', 'start'), ('C8', 'hold'), ('F2', 'hold'), ('G8', 'hold'), ('G11', 'hold'), ('I12', 'end'), ('K5', 'hold')]",6C
77,"[('G4', 'start'), ('I8', 'hold'), ('J4', 'start'), ('K12', 'end')]",6C
78,"[('D4', 'start'), ('G12', 'end'), ('I8', 'hold')]",6C
79,"[('A12', 'end'), ('B12', 'end'), ('C3', 'start'), ('D12', 'hold'), ('D6', 'start'), ('H9', 'hold')]",6C
80,"[('E3', 'start'), ('E10', 'hold'), ('H3', 'start'), ('I3', 'hold'), ('J4', 'hold'), ('K12', 'end')]",8A+
81,"[('A4', 'hold'), ('A12', 'end'), ('C11', 'hold'), ('H12', 'hold'), ('J6', 'start'), ('K3', 'hold')]",8A
82,"[('C6', 'start'), ('D12', 'hold'), ('F6', 'start'), ('K12', 'end')]",8A
83,"[('A6', 'hold'), ('A12', 'end'), ('B11', 'hold'), ('F11', 'hold'), ('H10', 'hold'), ('I3', 'start'), ('K6', 'start'), ('K10', 'hold')]",8A
84,"[('A12', 'end'), ('B11', 'hold'), ('B3', 'hold'), ('D8', 'hold'), ('F2', 'start'), ('H10', 'hold'), ('I6', 'start')]",8A
85,"[('B6', 'start'), ('G9', 'hold'), ('H12', 'end')]",7C+
86,"[('B6', 'start'), ('D9', 'hold'), ('F10', 'hold'), ('K12', 'end')]",7C+
87,"[('E6', 'start'), ('G12', 'end'), ('H6', 'hold')]",7C+
88,"[('A6', 'start'), ('C12', 'hold'), ('F9', 'hold'), ('H12', 'hold'), ('I3', 'hold'), ('K12', 'end')]",7C+
89,"[('D12', 'hold'), ('D5', 'start'), ('G3', 'start'), ('H12', 'hold'), ('I7', 'hold'), ('K12', 'end')]",7C+
90,"[('A12', 'end'), ('F11', 'hold'), ('G8', 'hold'), ('I3', 'start'), ('I10', 'hold'), ('J4', 'start')]",7C+
91,"[('B12', 'end'), ('C5', 'start'), ('G6', 'start'), ('G9', 'hold')]",7C+
92,"[('B12', 'end'), ('F9', 'hold'), ('F7', 'hold'), ('J6', 'start')]",7C
93,"[('C3', 'start'), ('C4', 'start'), ('F9', 'hold'), ('G11', 'hold'), ('I3', 'hold'), ('K12', 'end')]",7C
94,"[('D8', 'hold'), ('E6', 'start'), ('H12', 'hold'), ('J10', 'hold'), ('K12', 'end')]",7C
95,"[('C12', 'end'), ('E9', 'hold'), ('J6', 'start')]",7C
96,"[('C5', 'start'), ('E8', 'hold'), ('E12', 'hold'), ('G5', 'start'), ('K12', 'end')]",7C
97,"[('A5', 'hold'), ('A12', 'end'), ('B12', 'end'), ('E12', 'hold'), ('H11', 'hold'), ('I6', 'start'), ('K5', 'start'), ('K10', 'hold')]",7C
98,"[('B5', 'start'), ('C6', 'start'), ('C10', 'hold'), ('F11', 'hold'), ('H6', 'hold'), ('K12', 'end')]",7C
99,"[('C4', 'start'), ('E12', 'hold'), ('F4', 'start'), ('G8', 'hold'), ('H2', 'hold'), ('I12', 'end')]",7C
100,"[('C5', 'start'), ('E8', 'hold'), ('G5', 'start'), ('H11', 'hold'), ('J12', 'hold'), ('K12', 'end')]",7C
101,"[('B5', 'start'), ('F10', 'hold'), ('H11', 'hold'), ('K12', 'end')]",7C
102,"[('A12', 'end'), ('D12', 'hold'), ('D11', 'hold'), ('G5', 'start'), ('J2', 'start'), ('K9', 'hold')]",7C
103,"[('B12', 'end'), ('B3', 'start'), ('C7', 'hold'), ('F10', 'hold'), ('F4', 'start')]",7B+
104,"[('A4', 'hold'), ('A12', 'end'), ('B11', 'hold'), ('D11', 'hold'), ('F3', 'start'), ('G5', 'start'), ('H10', 'hold'), ('J9', 'hold')]",7B+
105,"[('E6', 'start'), ('H6', 'start'), ('J12', 'end'), ('K9', 'hold')]",7B+
106,"[('D4', 'start'), ('F9', 'hold'), ('G4', 'start'), ('H12', 'end')]",7B+
107,"[('A12', 'end'), ('B11', 'hold'), ('F11', 'hold'), ('G4', 'start'), ('I9', 'hold')]",7B+
108,"[('B10', 'hold'), ('C4', 'start'), ('E8', 'hold'), ('H11', 'hold'), ('H4', 'start'), ('I11', 'hold'), ('K12', 'end')]",7B+
109,"[('B11', 'hold'), ('E8', 'hold'), ('F12', 'end'), ('F7', 'hold'), ('J5', 'start')]",7B+
110,"[('A12', 'end'), ('B12', 'end'), ('E2', 'start'), ('E6', 'start'), ('G12', 'hold'), ('J12', 'hold'), ('J7', 'hold'), ('J4', 'hold'), ('K12', 'hold')]",7B+
111,"[('A4', 'hold'), ('A12', 'end'), ('D11', 'hold'), ('D8', 'hold'), ('F4', 'hold'), ('H4', 'start'), ('H3', 'start'), ('J5', 'hold')]",7B+
112,"[('B5', 'start'), ('E9', 'hold'), ('G10', 'hold'), ('J12', 'end')]",7B+
113,"[('C5', 'start'), ('F3', 'start'), ('H12', 'end'), ('H7', 'hold'), ('J11', 'hold'), ('K4', 'hold')]",7B+
114,"[('B5', 'start'), ('E9', 'hold'), ('G11', 'hold'), ('K12', 'end')]",7B+
115,"[('B5', 'start'), ('D8', 'hold'), ('E6', 'start'), ('G8', 'hold'), ('H12', 'end')]",7B+
116,"[('A12', 'end'), ('C2', 'hold'), ('C10', 'hold'), ('D8', 'hold'), ('H6', 'start'), ('I3', 'start')]",7B+
117,"[('A12', 'end'), ('C12', 'hold'), ('F2', 'hold'), ('G6', 'start'), ('G8', 'hold'), ('H6', 'start'), ('J2', 'hold')]",7B
118,"[('A3', 'hold'), ('A12', 'end'), ('C10', 'hold'), ('D11', 'hold'), ('H6', 'start'), ('I3', 'start'), ('I8', 'hold')]",7B
119,"[('A12', 'end'), ('D4', 'hold'), ('G3', 'hold'), ('G12', 'hold'), ('H11', 'hold'), ('H6', 'start'), ('K6', 'start'), ('K10', 'hold')]",7B
120,"[('A2', 'start'), ('D2', 'hold'), ('F11', 'hold'), ('F7', 'hold'), ('F5', 'start'), ('J12', 'end'), ('J8', 'hold'), ('K2', 'hold')]",7A+
121,"[('B6', 'start'), ('C9', 'hold'), ('E5', 'start'), ('E12', 'hold'), ('F9', 'hold'), ('I5', 'hold'), ('I12', 'hold'), ('K12', 'end')]",7A+
122,"[('A2', 'start'), ('B8', 'hold'), ('D10', 'hold'), ('D4', 'start'), ('E12', 'hold'), ('I11', 'hold'), ('I12', 'hold'), ('J4', 'hold'), ('K12', 'end')]",7A+
123,"[('A12', 'end'), ('C9', 'hold'), ('E12', 'hold'), ('H7', 'hold'), ('J5', 'start')]",7A+
124,"[('A6', 'start'), ('G8', 'hold'), ('G10', 'hold'), ('K5', 'hold'), ('K12', 'end')]",7A+
125,"[('B12', 'end'), ('E12', 'end'), ('G9', 'hold'), ('J5', 'start')]",7A+
126,"[('E10', 'hold'), ('G5', 'start'), ('H11', 'hold'), ('J6', 'start'), ('K12', 'end')]",7A+
127,"[('B12', 'end'), ('B3', 'start'), ('C12', 'end'), ('E7', 'hold'), ('H11', 'hold'), ('H4', 'start'), ('J8', 'hold')]",7A+
128,"[('A5', 'start'), ('C7', 'hold'), ('E10', 'hold'), ('F11', 'hold'), ('F4', 'start'), ('F2', 'hold'), ('H12', 'end')]",7A+
129,"[('A4', 'hold'), ('A8', 'hold'), ('B7', 'hold'), ('C3', 'start'), ('C4', 'start'), ('D11', 'hold'), ('G7', 'hold'), ('H12', 'end')]",7A+
130,"[('B3', 'start'), ('E7', 'hold'), ('F6', 'start'), ('F2', 'hold'), ('G12', 'hold'), ('J7', 'hold'), ('K2', 'hold'), ('K12', 'end')]",7A+
131,"[('A2', 'hold'), ('A5', 'start'), ('A10', 'hold'), ('B5', 'start'), ('F11', 'hold'), ('H11', 'hold'), ('J4', 'hold'), ('K12', 'end')]",7A+
132,"[('D4', 'start'), ('I5', 'start'), ('I8', 'hold'), ('J12', 'end')]",7A+
133,"[('E9', 'hold'), ('G4', 'start'), ('H12', 'hold'), ('K12', 'end')]",7A+
134,"[('B6', 'start'), ('C4', 'start'), ('F12', 'hold'), ('G7', 'hold'), ('I5', 'hold'), ('K12', 'end')]",7A+
135,"[('A2', 'hold'), ('A12', 'end'), ('C10', 'hold'), ('D8', 'hold'), ('F2', 'start'), ('H6', 'start'), ('I8', 'hold')]",7A+
136,"[('B12', 'end'), ('C3', 'start'), ('D12', 'end'), ('E3', 'start'), ('G8', 'hold'), ('H9', 'hold')]",7A+
137,"[('A12', 'end'), ('B12', 'end'), ('H9', 'hold'), ('I5', 'start'), ('K6', 'start')]",7A
138,"[('A4', 'hold'), ('B12', 'end'), ('C9', 'hold'), ('C11', 'hold'), ('F7', 'hold'), ('F6', 'hold'), ('J5', 'start')]",7A
139,"[('C12', 'end'), ('D4', 'hold'), ('G4', 'start'), ('G12', 'hold'), ('J9', 'hold'), ('J6', 'start')]",7A
140,"[('A6', 'start'), ('A8', 'hold'), ('A11', 'hold'), ('E4', 'hold'), ('F10', 'hold'), ('G11', 'hold'), ('J4', 'hold'), ('K12', 'end')]",7A
141,"[('B9', 'hold'), ('D4', 'start'), ('G10', 'hold'), ('H12', 'end')]",7A
142,"[('B9', 'hold'), ('D12', 'hold'), ('E12', 'hold'), ('F7', 'hold'), ('F6', 'hold'), ('G3', 'start'), ('H12', 'end'), ('J4', 'start')]",7A
143,"[('B5', 'start'), ('C6', 'start'), ('C8', 'hold'), ('D11', 'hold'), ('G5', 'hold'), ('H11', 'hold'), ('J12', 'end'), ('J11', 'hold'), ('K12', 'end')]",7A
144,"[('B12', 'end'), ('D12', 'end'), ('D4', 'hold'), ('G8', 'hold'), ('H12', 'hold'), ('J5', 'start'), ('J2', 'hold'), ('K7', 'hold')]",7A
145,"[('B7', 'hold'), ('C11', 'hold'), ('D12', 'end'), ('H7', 'hold'), ('J5', 'start')]",7A
146,"[('A4', 'start'), ('D9', 'hold'), ('E5', 'start'), ('G12', 'hold'), ('K12', 'end')]",7A
147,"[('B3', 'start'), ('E6', 'start'), ('E10', 'hold'), ('J12', 'end'), ('J11', 'hold'), ('K12', 'end')]",7A
148,"[('C9', 'hold'), ('E12', 'end'), ('F6', 'hold'), ('G5', 'start'), ('K3', 'start')]",7A
149,"[('C10', 'hold'), ('E3', 'start'), ('F8', 'hold'), ('G12', 'hold'), ('H12', 'hold'), ('J6', 'start'), ('K12', 'end')]",7A
150,"[('A12', 'end'), ('B12', 'end'), ('D6', 'start'), ('F8', 'hold'), ('G12', 'hold'), ('H12', 'hold'), ('H3', 'start'), ('I10', 'hold')]",7A
151,"[('A12', 'end'), ('C3', 'start'), ('C11', 'hold'), ('C12', 'hold'), ('E5', 'start'), ('H12', 'hold'), ('H7', 'hold'), ('K10', 'hold')]",7A
152,"[('C3', 'start'), ('C4', 'start'), ('G8', 'hold'), ('G11', 'hold'), ('J3', 'hold'), ('K12', 'end')]",7A
153,"[('A12', 'end'), ('B12', 'end'), ('D4', 'hold'), ('G12', 'hold'), ('H8', 'hold'), ('I4', 'start'), ('I12', 'hold'), ('K8', 'hold')]",7A
154,"[('D5', 'start'), ('F8', 'hold'), ('H12', 'end'), ('H11', 'hold'), ('I5', 'start'), ('K12', 'end')]",7A
155,"[('F8', 'hold'), ('G4', 'start'), ('H12', 'end')]",7A
156,"[('A2', 'hold'), ('A12', 'end'), ('B12', 'end'), ('C4', 'hold'), ('E10', 'hold'), ('G5', 'start'), ('G7', 'hold'), ('K3', 'start')]",7A
157,"[('D4', 'hold'), ('F9', 'hold'), ('F2', 'hold'), ('I12', 'hold'), ('J12', 'end'), ('J7', 'hold'), ('J5', 'start'), ('K12', 'end')]",7A
158,"[('A12', 'end'), ('B12', 'end'), ('F11', 'hold'), ('F8', 'hold'), ('J6', 'start'), ('J5', 'start')]",7A
159,"[('A12', 'end'), ('B5', 'start'), ('C12', 'end'), ('E7', 'hold'), ('F6', 'start'), ('F2', 'hold'), ('H12', 'hold'), ('I8', 'hold')]",7A
160,"[('A4', 'hold'), ('A12', 'end'), ('C10', 'hold'), ('G5', 'start'), ('I9', 'hold'), ('K3', 'start')]",7B
161,"[('A4', 'start'), ('C9', 'hold'), ('E5', 'start'), ('I2', 'hold'), ('I7', 'hold'), ('I11', 'hold'), ('J12', 'end'), ('K12', 'end')]",7B
162,"[('A3', 'start'), ('D4', 'start'), ('E6', 'hold'), ('H6', 'hold'), ('I10', 'hold'), ('K12', 'end')]",7B
163,"[('E3', 'start'), ('G9', 'hold'), ('H12', 'end'), ('H3', 'start')]",7B
164,"[('A12', 'end'), ('E9', 'hold'), ('F11', 'hold'), ('H6', 'start'), ('J4', 'start')]",7B
165,"[('A6', 'start'), ('C10', 'hold'), ('E4', 'hold'), ('H12', 'hold'), ('J12', 'end'), ('J11', 'hold'), ('J5', 'hold'), ('K12', 'end')]",7B
166,"[('B5', 'start'), ('C6', 'start'), ('C10', 'hold'), ('H12', 'end')]",7B
167,"[('C4', 'start'), ('C9', 'hold'), ('D7', 'hold'), ('E12', 'end'), ('H3', 'start')]",7B
168,"[('B6', 'start'), ('G9', 'hold'), ('I12', 'end'), ('K4', 'hold')]",7B
169,"[('A12', 'end'), ('F11', 'hold'), ('G12', 'hold'), ('H6', 'start'), ('J7', 'hold'), ('J4', 'start'), ('K12', 'hold')]",7B
170,"[('A12', 'end'), ('F11', 'hold'), ('G4', 'start'), ('G10', 'hold')]",7B
171,"[('B12', 'end'), ('C12', 'end'), ('E7', 'hold'), ('E12', 'hold'), ('F2', 'start'), ('G6', 'start'), ('J8', 'hold')]",7B
172,"[('A12', 'end'), ('E6', 'start'), ('F11', 'hold'), ('H6', 'hold'), ('J4', 'start')]",7B
173,"[('A6', 'start'), ('G7', 'hold'), ('H12', 'hold'), ('H11', 'hold'), ('H10', 'hold'), ('K12', 'end')]",7B
174,"[('B3', 'start'), ('C6', 'start'), ('G8', 'hold'), ('G12', 'end'), ('I2', 'hold'), ('J4', 'hold')]",7B
175,"[('B12', 'end'), ('B2', 'start'), ('F7', 'hold'), ('F6', 'start'), ('G12', 'hold'), ('I12', 'hold'), ('K9', 'hold')]",7B
176,"[('B12', 'end'), ('D5', 'start'), ('E12', 'hold'), ('G11', 'hold'), ('I2', 'start'), ('J7', 'hold'), ('K2', 'hold')]",7B
177,"[('B7', 'hold'), ('B3', 'start'), ('F4', 'start'), ('G10', 'hold'), ('H12', 'hold'), ('J12', 'end'), ('K6', 'hold'), ('K12', 'end')]",7B
178,"[('B6', 'start'), ('E9', 'hold'), ('F9', 'hold'), ('G3', 'hold'), ('J12', 'end'), ('K2', 'hold'), ('K9', 'hold'), ('K12', 'end')]",7B
179,"[('A5', 'start'), ('D10', 'hold'), ('E5', 'start'), ('H11', 'hold'), ('H10', 'hold'), ('I3', 'hold'), ('K12', 'end')]",7B
180,"[('B12', 'end'), ('B4', 'hold'), ('D11', 'hold'), ('F11', 'hold'), ('F2', 'hold'), ('H6', 'start'), ('J7', 'hold'), ('J4', 'start')]",7B
181,"[('A6', 'start'), ('G7', 'hold'), ('J12', 'end'), ('J11', 'hold'), ('J4', 'hold'), ('K12', 'end')]",7B
182,"[('C12', 'end'), ('E3', 'start'), ('H11', 'hold'), ('H10', 'hold'), ('I9', 'hold'), ('K4', 'start')]",7A+
183,"[('A6', 'start'), ('G7', 'hold'), ('G11', 'hold'), ('I12', 'end')]",7A+
184,"[('A12', 'end'), ('D4', 'hold'), ('E10', 'hold'), ('E12', 'hold'), ('I4', 'start'), ('J7', 'hold'), ('K9', 'hold')]",7A+
185,"[('E3', 'start'), ('F8', 'hold'), ('G10', 'hold'), ('J12', 'end')]",7A+
186,"[('A8', 'hold'), ('D11', 'hold'), ('D4', 'start'), ('E10', 'hold'), ('I5', 'hold'), ('I10', 'hold'), ('J12', 'end')]",7A+
187,"[('C7', 'hold'), ('E4', 'start'), ('G9', 'hold'), ('G11', 'hold'), ('J12', 'end'), ('K12', 'end')]",7A+
188,"[('C10', 'hold'), ('D12', 'end'), ('D4', 'hold'), ('I8', 'hold'), ('J5', 'start')]",7A+
189,"[('A12', 'end'), ('B11', 'hold'), ('B5', 'hold'), ('D11', 'hold'), ('I8', 'hold'), ('J6', 'start')]",7A+
190,"[('D6', 'start'), ('F8', 'hold'), ('H5', 'start'), ('J12', 'end'), ('K8', 'hold'), ('K11', 'hold')]",7A+
191,"[('A12', 'end'), ('D4', 'hold'), ('E9', 'hold'), ('G12', 'hold'), ('H6', 'start'), ('I5', 'start'), ('J7', 'hold')]",7A+
192,"[('B6', 'start'), ('D9', 'hold'), ('G11', 'hold'), ('K12', 'end')]",7A+
193,"[('C6', 'start'), ('E4', 'start'), ('E9', 'hold'), ('I8', 'hold'), ('J12', 'end')]",7A+
