,holds,grades
153,"[('B5', 'start'), ('E7', 'hold'), ('E9', 'hold'), ('F13', 'hold'), ('F2', 'start'), ('G12', 'hold'), ('G17', 'hold'), ('J15', 'hold'), ('K18', 'end')]",6B+
154,"[('A10', 'hold'), ('B6', 'start'), ('D7', 'hold'), ('E5', 'start'), ('E12', 'hold'), ('E18', 'end'), ('F13', 'hold'), ('H17', 'hold'), ('J14', 'hold')]",6B+
155,"[('A13', 'hold'), ('A15', 'hold'), ('B17', 'hold'), ('B7', 'hold'), ('D4', 'start'), ('E3', 'start'), ('E6', 'hold'), ('E11', 'hold'), ('E18', 'end')]",6B+
156,"[('C14', 'hold'), ('E18', 'end'), ('F13', 'hold'), ('F10', 'hold'), ('F6', 'start'), ('J9', 'hold'), ('K5', 'start')]",6B+
157,"[('D7', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('I9', 'hold'), ('I18', 'end'), ('J15', 'hold'), ('J5', 'start')]",6B+
158,"[('C4', 'start'), ('D12', 'hold'), ('G8', 'hold'), ('G14', 'hold'), ('H18', 'end')]",6B+
159,"[('A6', 'hold'), ('C12', 'hold'), ('F17', 'hold'), ('F15', 'hold'), ('F9', 'hold'), ('H8', 'hold'), ('J18', 'end'), ('K2', 'start'), ('K6', 'start')]",6B+
160,"[('A18', 'end'), ('D16', 'hold'), ('D11', 'hold'), ('G2', 'start'), ('I9', 'hold'), ('J12', 'hold'), ('K3', 'start')]",7C
161,"[('A12', 'hold'), ('A15', 'hold'), ('B16', 'hold'), ('C4', 'start'), ('F11', 'hold'), ('F6', 'hold'), ('H18', 'end'), ('J8', 'hold')]",7C
162,"[('B12', 'hold'), ('C18', 'end'), ('D7', 'hold'), ('E9', 'hold'), ('E15', 'hold'), ('G5', 'start'), ('H7', 'hold'), ('J5', 'start')]",7B+
163,"[('B12', 'hold'), ('C18', 'end'), ('G5', 'start'), ('G9', 'hold'), ('G15', 'hold'), ('J5', 'start')]",7B
164,"[('B5', 'start'), ('E5', 'start'), ('E9', 'hold'), ('E15', 'hold'), ('I18', 'end'), ('J12', 'hold')]",7B
165,"[('B6', 'start'), ('C8', 'hold'), ('D11', 'hold'), ('I14', 'hold'), ('I17', 'hold'), ('K18', 'end')]",7B
166,"[('A8', 'hold'), ('B15', 'hold'), ('C18', 'end'), ('E12', 'hold'), ('G12', 'hold'), ('J8', 'hold'), ('K5', 'start'), ('K8', 'hold'), ('K10', 'hold')]",7A+
167,"[('B15', 'hold'), ('D11', 'hold'), ('F17', 'hold'), ('F13', 'hold'), ('G18', 'end'), ('I10', 'hold'), ('J8', 'hold'), ('K2', 'start'), ('K4', 'start')]",7A+
168,"[('A10', 'hold'), ('B5', 'hold'), ('C9', 'hold'), ('D13', 'hold'), ('E5', 'hold'), ('E15', 'hold'), ('G5', 'start'), ('I18', 'end'), ('J5', 'start')]",7A+
169,"[('B5', 'start'), ('C18', 'end'), ('E5', 'start'), ('G5', 'hold'), ('G15', 'hold'), ('H13', 'hold'), ('I9', 'hold'), ('J5', 'hold'), ('K10', 'hold')]",7A+
170,"[('B12', 'hold'), ('C4', 'start'), ('C18', 'end'), ('E9', 'hold'), ('G15', 'hold')]",7A
171,"[('A18', 'end'), ('C15', 'hold'), ('F16', 'hold'), ('F13', 'hold'), ('F11', 'hold'), ('H6', 'start'), ('J10', 'hold'), ('J3', 'start')]",7A
172,"[('B12', 'hold'), ('B5', 'start'), ('C18', 'end'), ('D16', 'hold'), ('D7', 'hold'), ('E5', 'start'), ('G12', 'hold'), ('H13', 'hold'), ('I9', 'hold')]",7A
173,"[('C9', 'hold'), ('D13', 'hold'), ('E12', 'hold'), ('G5', 'start'), ('H16', 'hold'), ('H7', 'hold'), ('I18', 'end'), ('J12', 'hold'), ('J5', 'start')]",7A
174,"[('B8', 'hold'), ('B4', 'start'), ('B2', 'start'), ('E12', 'hold'), ('G12', 'hold'), ('H18', 'end'), ('H6', 'hold'), ('J15', 'hold'), ('J10', 'hold')]",7A
175,"[('B2', 'start'), ('E7', 'hold'), ('F18', 'end'), ('F2', 'start'), ('G16', 'hold'), ('I10', 'hold'), ('J13', 'hold'), ('K9', 'hold')]",7A
176,"[('C6', 'start'), ('C18', 'end'), ('E5', 'start'), ('G9', 'hold'), ('G12', 'hold'), ('G15', 'hold')]",7A
177,"[('E9', 'hold'), ('E12', 'hold'), ('E15', 'hold'), ('G5', 'start'), ('I6', 'start'), ('I18', 'end')]",7A
178,"[('C11', 'hold'), ('D16', 'hold'), ('D13', 'hold'), ('E4', 'start'), ('H9', 'hold'), ('I18', 'end')]",7A
179,"[('D13', 'hold'), ('E14', 'hold'), ('F16', 'hold'), ('F10', 'hold'), ('G4', 'start'), ('H9', 'hold'), ('I18', 'end'), ('J6', 'start')]",7A
180,"[('B8', 'hold'), ('B4', 'start'), ('E11', 'hold'), ('G14', 'hold'), ('H18', 'end'), ('I16', 'hold'), ('K13', 'hold')]",7A
181,"[('D12', 'hold'), ('E4', 'start'), ('E14', 'hold'), ('F18', 'end'), ('G10', 'hold'), ('I4', 'start')]",7A
182,"[('B4', 'start'), ('E18', 'end'), ('F4', 'hold'), ('G6', 'hold'), ('G14', 'hold'), ('H17', 'hold'), ('J12', 'hold'), ('J10', 'hold'), ('J7', 'hold'), ('K4', 'hold')]",6C+
183,"[('B7', 'hold'), ('C15', 'hold'), ('D11', 'hold'), ('F17', 'hold'), ('F16', 'hold'), ('F11', 'hold'), ('G1', 'hold'), ('H8', 'hold'), ('H6', 'start'), ('J18', 'end'), ('K5', 'start')]",6C+
184,"[('B15', 'hold'), ('C18', 'end'), ('E5', 'start'), ('E9', 'hold'), ('G5', 'start'), ('G15', 'hold'), ('H13', 'hold'), ('K10', 'hold')]",6C+
185,"[('A10', 'hold'), ('E5', 'start'), ('E12', 'hold'), ('E15', 'hold'), ('G5', 'start'), ('G9', 'hold'), ('I18', 'end'), ('J15', 'hold')]",6C+
186,"[('B5', 'start'), ('C18', 'end'), ('D16', 'hold'), ('G5', 'start'), ('G9', 'hold'), ('H13', 'hold'), ('J15', 'hold'), ('K10', 'hold')]",6C+
187,"[('A10', 'hold'), ('B15', 'hold'), ('D13', 'hold'), ('E5', 'start'), ('E9', 'hold'), ('H16', 'hold'), ('I18', 'end'), ('J5', 'start')]",6C+
188,"[('C18', 'end'), ('G5', 'start'), ('G12', 'hold'), ('H16', 'hold'), ('I6', 'start'), ('K10', 'hold')]",6C+
189,"[('A10', 'hold'), ('C6', 'start'), ('D16', 'hold'), ('E5', 'start'), ('E12', 'hold'), ('I18', 'end')]",6C+
190,"[('B7', 'hold'), ('C4', 'start'), ('C8', 'hold'), ('D11', 'hold'), ('F16', 'hold'), ('F14', 'hold'), ('G18', 'end')]",6C+
191,"[('B7', 'hold'), ('C4', 'start'), ('F13', 'hold'), ('F10', 'hold'), ('H18', 'end'), ('J14', 'hold')]",6C+
192,"[('D3', 'start'), ('E9', 'hold'), ('F16', 'hold'), ('F11', 'hold'), ('G9', 'hold'), ('G18', 'end'), ('H4', 'start'), ('I14', 'hold')]",6C+
193,"[('B15', 'hold'), ('B5', 'start'), ('C6', 'hold'), ('C18', 'end'), ('D13', 'hold'), ('G9', 'hold')]",6C+
194,"[('A16', 'hold'), ('A18', 'end'), ('F14', 'hold'), ('F13', 'hold'), ('F7', 'hold'), ('H4', 'start'), ('I3', 'start'), ('J10', 'hold')]",6C+
195,"[('C15', 'hold'), ('F14', 'hold'), ('F10', 'hold'), ('G18', 'end'), ('H6', 'start'), ('I5', 'start'), ('J10', 'hold')]",6C+
196,"[('C9', 'hold'), ('E15', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('I6', 'start'), ('I18', 'end')]",6C+
197,"[('A4', 'start'), ('C4', 'start'), ('D11', 'hold'), ('E1', 'hold'), ('E7', 'hold'), ('F16', 'hold'), ('G18', 'end'), ('H12', 'hold')]",6C+
198,"[('E6', 'start'), ('E15', 'hold'), ('F18', 'end'), ('F5', 'start'), ('G8', 'hold'), ('G10', 'hold'), ('J13', 'hold')]",6C+
199,"[('A7', 'hold'), ('B5', 'start'), ('C11', 'hold'), ('D7', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('H16', 'hold'), ('H13', 'hold'), ('I18', 'end')]",6C+
200,"[('D9', 'hold'), ('D4', 'start'), ('G16', 'hold'), ('H18', 'end'), ('H11', 'hold'), ('H10', 'hold'), ('H5', 'start'), ('J13', 'hold')]",5+
201,"[('F5', 'start'), ('G14', 'hold'), ('H18', 'end'), ('H10', 'hold'), ('I8', 'hold'), ('J14', 'hold')]",5+
202,"[('B18', 'end'), ('C16', 'hold'), ('D10', 'hold'), ('D4', 'start'), ('E3', 'start'), ('E13', 'hold'), ('F8', 'hold')]",5+
