,holds,grades,year,angle
561,"[('D8', 'hold'), ('F11', 'hold'), ('H14', 'hold'), ('H6', 'start'), ('K18', 'end')]",7B,2017,40
562,"[('G9', 'hold'), ('I5', 'start'), ('J14', 'hold'), ('J11', 'hold'), ('K9', 'hold'), ('K18', 'end')]",7B,2017,40
563,"[('A8', 'hold'), ('C17', 'hold'), ('D12', 'hold'), ('F18', 'end'), ('F13', 'hold'), ('F10', 'hold'), ('H2', 'start'), ('J8', 'hold'), ('K5', 'start')]",7B,2017,40
564,"[('D5', 'start'), ('F18', 'end'), ('F16', 'hold'), ('F10', 'hold'), ('F3', 'start'), ('J13', 'hold'), ('J12', 'hold')]",7B,2017,40
565,"[('B7', 'hold'), ('F18', 'end'), ('F12', 'hold'), ('F4', 'start')]",7B,2017,40
566,"[('B8', 'hold'), ('C4', 'start'), ('F11', 'hold'), ('G12', 'hold'), ('I17', 'hold'), ('J14', 'hold'), ('K18', 'end')]",7B,2017,40
567,"[('C7', 'hold'), ('C12', 'hold'), ('F16', 'hold'), ('G10', 'hold'), ('G11', 'hold'), ('H18', 'end'), ('J4', 'start'), ('K9', 'hold')]",7B,2017,40
568,"[('A9', 'hold'), ('B13', 'hold'), ('C4', 'start'), ('F18', 'end')]",7B,2017,40
569,"[('A8', 'hold'), ('B4', 'start'), ('C15', 'hold'), ('F12', 'hold'), ('H18', 'end')]",7B,2017,40
570,"[('A18', 'end'), ('C9', 'hold'), ('D4', 'start'), ('E5', 'start'), ('F17', 'hold'), ('G3', 'hold'), ('G14', 'hold'), ('I10', 'hold')]",7B,2017,40
571,"[('B7', 'hold'), ('C4', 'start'), ('C15', 'hold'), ('D11', 'hold'), ('D1', 'hold'), ('F16', 'hold'), ('F10', 'hold'), ('G18', 'end'), ('K18', 'end')]",7B,2017,40
572,"[('D18', 'end'), ('E14', 'hold'), ('H14', 'hold'), ('H11', 'hold'), ('K5', 'start'), ('K8', 'hold')]",7B,2017,40
573,"[('E14', 'hold'), ('F11', 'hold'), ('F10', 'hold'), ('H18', 'end'), ('H17', 'hold'), ('K3', 'start'), ('K5', 'start'), ('K9', 'hold')]",7B,2017,40
574,"[('A10', 'hold'), ('B5', 'start'), ('D7', 'hold'), ('E5', 'start'), ('E12', 'hold'), ('E15', 'hold'), ('H16', 'hold'), ('I18', 'end')]",7B,2017,40
575,"[('C18', 'end'), ('D16', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('G15', 'hold'), ('H7', 'hold'), ('J5', 'start'), ('K10', 'hold')]",7B,2017,40
576,"[('A14', 'hold'), ('A18', 'end'), ('B13', 'hold'), ('E12', 'hold'), ('G2', 'hold'), ('G7', 'hold'), ('J9', 'hold'), ('J4', 'start')]",7B,2017,40
577,"[('B6', 'start'), ('C8', 'hold'), ('D11', 'hold'), ('D1', 'start'), ('F16', 'hold'), ('F14', 'hold'), ('K18', 'end')]",7B,2017,40
578,"[('E14', 'hold'), ('G18', 'end'), ('H9', 'hold'), ('H6', 'start'), ('I12', 'hold')]",7B,2017,40
579,"[('A3', 'hold'), ('B4', 'start'), ('E6', 'start'), ('E11', 'hold'), ('H18', 'end'), ('J13', 'hold')]",7B,2017,40
580,"[('B10', 'hold'), ('E4', 'start'), ('G8', 'hold'), ('G13', 'hold'), ('H18', 'end')]",7A+,2017,40
581,"[('B10', 'hold'), ('D12', 'hold'), ('D5', 'start'), ('F18', 'end'), ('F3', 'start'), ('G8', 'hold'), ('G16', 'hold'), ('J13', 'hold')]",7A+,2017,40
582,"[('B18', 'end'), ('E12', 'hold'), ('E14', 'hold'), ('F2', 'start'), ('H9', 'hold'), ('I4', 'start')]",7A+,2017,40
583,"[('A5', 'start'), ('D9', 'hold'), ('E3', 'start'), ('F13', 'hold'), ('G18', 'end'), ('I10', 'hold'), ('J16', 'hold'), ('K6', 'hold')]",7A+,2017,40
584,"[('A9', 'hold'), ('B6', 'start'), ('C4', 'start'), ('D11', 'hold'), ('F16', 'hold'), ('F14', 'hold'), ('F10', 'hold'), ('H18', 'end')]",7A+,2017,40
585,"[('B18', 'end'), ('B8', 'hold'), ('B4', 'start'), ('B3', 'start'), ('E17', 'hold'), ('F16', 'hold'), ('G7', 'hold'), ('G11', 'hold'), ('J14', 'hold')]",7A+,2017,40
586,"[('B18', 'end'), ('B16', 'hold'), ('B7', 'hold'), ('C4', 'start'), ('F14', 'hold'), ('F13', 'hold'), ('F10', 'hold')]",7A+,2017,40
587,"[('C17', 'hold'), ('E14', 'hold'), ('F18', 'end'), ('F10', 'hold'), ('F6', 'start'), ('I4', 'start'), ('I10', 'hold')]",7A+,2017,40
588,"[('B4', 'start'), ('F3', 'hold'), ('G14', 'hold'), ('H9', 'hold'), ('H4', 'hold'), ('I10', 'hold'), ('J18', 'end')]",7A+,2017,40
589,"[('B13', 'hold'), ('F16', 'hold'), ('F2', 'start'), ('G10', 'hold'), ('H18', 'end'), ('H9', 'hold'), ('I5', 'start')]",7A+,2017,40
590,"[('B11', 'hold'), ('E6', 'start'), ('E10', 'hold'), ('E14', 'hold'), ('E17', 'hold'), ('H18', 'end'), ('I2', 'start')]",7A+,2017,40
591,"[('A6', 'start'), ('A15', 'hold'), ('D18', 'end'), ('D1', 'hold'), ('E6', 'start'), ('E8', 'hold'), ('F12', 'hold')]",7A+,2017,40
592,"[('B5', 'start'), ('C6', 'hold'), ('F18', 'end'), ('F12', 'hold'), ('G5', 'start')]",7C,2017,40
593,"[('B18', 'end'), ('F6', 'start'), ('G13', 'hold'), ('I6', 'start')]",7C,2017,40
594,"[('B15', 'hold'), ('C18', 'end'), ('E5', 'start'), ('E9', 'hold'), ('G5', 'start'), ('G12', 'hold')]",7C,2017,40
595,"[('E5', 'start'), ('E12', 'hold'), ('G5', 'start'), ('G9', 'hold'), ('I18', 'end'), ('J15', 'hold')]",7C,2017,40
596,"[('A13', 'hold'), ('B16', 'hold'), ('B9', 'hold'), ('B6', 'hold'), ('C2', 'start'), ('C5', 'start'), ('C15', 'hold'), ('G16', 'hold'), ('H15', 'hold'), ('K18', 'end')]",7C,2017,40
597,"[('E14', 'hold'), ('F10', 'hold'), ('F5', 'start'), ('H18', 'end')]",7C,2017,40
598,"[('A4', 'start'), ('A15', 'hold'), ('B8', 'hold'), ('D12', 'hold'), ('F18', 'end'), ('F3', 'start')]",7C,2017,40
599,"[('B18', 'end'), ('D13', 'hold'), ('D6', 'hold'), ('F6', 'start'), ('H16', 'hold'), ('H11', 'hold')]",7C,2017,40
600,"[('B18', 'end'), ('B6', 'start'), ('C12', 'hold'), ('F10', 'hold'), ('H16', 'hold')]",7C,2017,40
601,"[('E4', 'start'), ('E12', 'hold'), ('G7', 'hold'), ('H18', 'end'), ('H3', 'start'), ('J14', 'hold')]",7C,2017,40
602,"[('C8', 'hold'), ('C15', 'hold'), ('F11', 'hold'), ('G18', 'end'), ('H4', 'start')]",7C,2017,40
603,"[('B15', 'hold'), ('E9', 'hold'), ('E12', 'hold'), ('H16', 'hold'), ('I6', 'start'), ('I18', 'end')]",7C,2017,40
604,"[('E18', 'end'), ('H7', 'hold'), ('I3', 'start'), ('I10', 'hold'), ('I14', 'hold'), ('I16', 'hold')]",7C,2017,40
605,"[('A10', 'hold'), ('D14', 'hold'), ('D3', 'start'), ('E2', 'start'), ('E15', 'hold'), ('G9', 'hold'), ('H8', 'hold'), ('J18', 'end'), ('J14', 'hold')]",7C,2017,40
606,"[('D5', 'start'), ('G18', 'end'), ('H15', 'hold'), ('H12', 'hold'), ('H11', 'hold'), ('I5', 'start'), ('K16', 'hold')]",7C,2017,40
607,"[('A4', 'hold'), ('B12', 'hold'), ('C6', 'start'), ('E5', 'start'), ('E9', 'hold'), ('E15', 'hold'), ('G15', 'hold'), ('I18', 'end')]",7C,2017,40
608,"[('B11', 'hold'), ('C8', 'hold'), ('E3', 'start'), ('F16', 'hold'), ('H12', 'hold'), ('I3', 'start'), ('K18', 'end')]",7C,2017,40
609,"[('A17', 'hold'), ('B18', 'end'), ('C12', 'hold'), ('D14', 'hold'), ('H12', 'hold'), ('H8', 'hold'), ('I1', 'start'), ('K6', 'start')]",7C,2017,40
610,"[('A6', 'hold'), ('B8', 'hold'), ('B2', 'start'), ('D11', 'hold'), ('E14', 'hold'), ('F3', 'start'), ('G18', 'end'), ('I16', 'hold')]",7C,2017,40
611,"[('E14', 'hold'), ('F11', 'hold'), ('F10', 'hold'), ('H18', 'end'), ('K3', 'start'), ('K5', 'start'), ('K9', 'hold')]",7C,2017,40
612,"[('B6', 'start'), ('C8', 'hold'), ('D11', 'hold'), ('I14', 'hold'), ('I17', 'hold'), ('J10', 'hold'), ('K18', 'end')]",7C,2017,40
613,"[('A8', 'hold'), ('D13', 'hold'), ('D9', 'hold'), ('F2', 'start'), ('G18', 'end'), ('H7', 'hold'), ('I14', 'hold'), ('J4', 'start'), ('K18', 'end')]",7C,2017,40
614,"[('E18', 'end'), ('F16', 'hold'), ('H12', 'hold'), ('H3', 'start'), ('I3', 'start'), ('I7', 'hold')]",7C,2017,40
615,"[('A5', 'start'), ('B12', 'hold'), ('B4', 'start'), ('G9', 'hold'), ('G15', 'hold'), ('H16', 'hold'), ('I18', 'end')]",7C,2017,40
616,"[('A18', 'end'), ('B10', 'hold'), ('D3', 'start'), ('E14', 'hold'), ('G4', 'start'), ('G7', 'hold')]",7C,2017,40
617,"[('D12', 'hold'), ('D11', 'hold'), ('D5', 'start'), ('F17', 'hold'), ('G6', 'hold'), ('G18', 'end'), ('K18', 'end')]",7C,2017,40
618,"[('C17', 'hold'), ('E14', 'hold'), ('F10', 'hold'), ('G18', 'end'), ('H6', 'start'), ('I5', 'start')]",7C,2017,40
619,"[('E11', 'hold'), ('F18', 'end'), ('G4', 'start'), ('G7', 'hold'), ('I16', 'hold'), ('J13', 'hold'), ('J4', 'start')]",7B+,2017,40
620,"[('B18', 'end'), ('B7', 'hold'), ('D11', 'hold'), ('G6', 'start'), ('H16', 'hold'), ('I10', 'hold')]",7B+,2017,40
621,"[('A18', 'end'), ('D12', 'hold'), ('D3', 'start'), ('E14', 'hold'), ('F3', 'start'), ('G8', 'hold')]",7B+,2017,40
622,"[('B14', 'hold'), ('D18', 'end'), ('E6', 'start'), ('F11', 'hold')]",7B+,2017,40
623,"[('A4', 'start'), ('D8', 'hold'), ('E10', 'hold'), ('H12', 'hold'), ('J18', 'end'), ('J14', 'hold')]",7B+,2017,40
624,"[('B6', 'start'), ('C9', 'hold'), ('D6', 'start'), ('D2', 'hold'), ('F18', 'end'), ('F11', 'hold'), ('I11', 'hold'), ('I14', 'hold')]",7B+,2017,40
625,"[('B6', 'start'), ('C3', 'start'), ('C12', 'hold'), ('G9', 'hold'), ('G15', 'hold'), ('H18', 'end')]",7B+,2017,40
626,"[('B10', 'hold'), ('C4', 'start'), ('G13', 'hold'), ('G18', 'end'), ('K8', 'hold')]",7B+,2017,40
627,"[('A18', 'end'), ('C4', 'start'), ('D17', 'hold'), ('F16', 'hold'), ('G10', 'hold'), ('H6', 'hold'), ('J13', 'hold')]",7B+,2017,40
628,"[('D18', 'end'), ('E14', 'hold'), ('G16', 'hold'), ('I4', 'start'), ('J13', 'hold'), ('J6', 'start'), ('K9', 'hold')]",7B+,2017,40
629,"[('B6', 'start'), ('C5', 'start'), ('D11', 'hold'), ('F16', 'hold'), ('F10', 'hold'), ('G18', 'end')]",7B+,2017,40
630,"[('A18', 'end'), ('E17', 'hold'), ('F14', 'hold'), ('H6', 'start'), ('H4', 'start'), ('I10', 'hold')]",7B+,2017,40
631,"[('A18', 'end'), ('B16', 'hold'), ('E14', 'hold'), ('H11', 'hold'), ('J6', 'start')]",7B+,2017,40
632,"[('B8', 'hold'), ('B4', 'start'), ('D18', 'end'), ('F4', 'start'), ('G10', 'hold'), ('G14', 'hold'), ('H15', 'hold'), ('H9', 'hold'), ('K5', 'hold'), ('K9', 'hold'), ('K13', 'hold')]",7A,2017,40
633,"[('B16', 'hold'), ('B9', 'hold'), ('C4', 'start'), ('D18', 'end'), ('D11', 'hold'), ('E11', 'hold'), ('F14', 'hold')]",7A,2017,40
634,"[('C14', 'hold'), ('E18', 'end'), ('G6', 'start'), ('G13', 'hold'), ('H11', 'hold'), ('J5', 'start'), ('K9', 'hold')]",7A,2017,40
635,"[('A18', 'end'), ('C15', 'hold'), ('D17', 'hold'), ('D11', 'hold'), ('F13', 'hold'), ('G6', 'start'), ('G8', 'hold'), ('J6', 'start')]",7A,2017,40
636,"[('A11', 'hold'), ('A15', 'hold'), ('B14', 'hold'), ('F18', 'end'), ('F16', 'hold'), ('F10', 'hold'), ('F7', 'hold'), ('G3', 'start'), ('K5', 'start')]",7A,2017,40
637,"[('A15', 'hold'), ('D18', 'end'), ('D11', 'hold'), ('E14', 'hold'), ('H9', 'hold'), ('H6', 'start'), ('H2', 'start')]",7A,2017,40
638,"[('D18', 'end'), ('D15', 'hold'), ('D3', 'start'), ('F7', 'hold'), ('G13', 'hold'), ('I4', 'start'), ('K9', 'hold'), ('K11', 'hold')]",7A,2017,40
639,"[('G2', 'start'), ('G11', 'hold'), ('H8', 'hold'), ('J18', 'end'), ('J14', 'hold'), ('K6', 'start')]",7A,2017,40
640,"[('B10', 'hold'), ('D5', 'start'), ('E11', 'hold'), ('F4', 'start'), ('G13', 'hold'), ('H18', 'end'), ('J8', 'hold'), ('K13', 'hold')]",7A,2017,40
641,"[('A18', 'end'), ('B8', 'hold'), ('D17', 'hold'), ('E14', 'hold'), ('F12', 'hold'), ('G6', 'start')]",7A,2017,40
642,"[('C5', 'hold'), ('C17', 'hold'), ('D11', 'hold'), ('E14', 'hold'), ('F18', 'end'), ('G6', 'start'), ('G10', 'hold'), ('J3', 'hold'), ('K3', 'start')]",7A,2017,40
643,"[('A5', 'start'), ('E11', 'hold'), ('E14', 'hold'), ('F13', 'hold'), ('G8', 'hold'), ('H18', 'end'), ('K5', 'hold')]",7A,2017,40
644,"[('B8', 'hold'), ('B4', 'start'), ('D15', 'hold'), ('E11', 'hold'), ('H18', 'end')]",7A,2017,40
645,"[('C15', 'hold'), ('F13', 'hold'), ('F10', 'hold'), ('G18', 'end'), ('H6', 'start'), ('J8', 'hold'), ('K5', 'start')]",7A,2017,40
646,"[('B5', 'start'), ('C6', 'hold'), ('C18', 'end'), ('D16', 'hold'), ('E5', 'start'), ('E12', 'hold'), ('G9', 'hold'), ('G12', 'hold'), ('H16', 'hold')]",7A,2017,40
647,"[('A18', 'end'), ('C13', 'hold'), ('D17', 'hold'), ('D5', 'start'), ('G10', 'hold'), ('H4', 'start')]",7A,2017,40
648,"[('E3', 'start'), ('E14', 'hold'), ('F13', 'hold'), ('F10', 'hold'), ('H18', 'end'), ('H8', 'hold'), ('I3', 'start')]",7A,2017,40
649,"[('D18', 'end'), ('D13', 'hold'), ('D3', 'start'), ('F16', 'hold'), ('G12', 'hold'), ('H1', 'start'), ('I7', 'hold'), ('K5', 'hold')]",7A,2017,40
650,"[('D18', 'end'), ('D11', 'hold'), ('D5', 'start'), ('F2', 'start'), ('G8', 'hold'), ('G13', 'hold')]",6C+,2017,40
651,"[('H18', 'end'), ('H14', 'hold'), ('H10', 'hold'), ('I14', 'hold'), ('K5', 'start'), ('K8', 'hold')]",6C+,2017,40
652,"[('A8', 'hold'), ('B2', 'start'), ('C11', 'hold'), ('D18', 'end'), ('D11', 'hold'), ('F4', 'start'), ('G17', 'hold'), ('H15', 'hold'), ('H12', 'hold'), ('I14', 'hold'), ('J8', 'hold')]",6C+,2017,40
653,"[('C10', 'hold'), ('D5', 'start'), ('F5', 'start'), ('G13', 'hold'), ('G16', 'hold'), ('H18', 'end')]",6C+,2017,40
654,"[('D5', 'start'), ('G7', 'hold'), ('H10', 'hold'), ('J3', 'hold'), ('K13', 'hold'), ('K15', 'hold'), ('K18', 'end')]",6C+,2017,40
655,"[('E8', 'hold'), ('F18', 'end'), ('G10', 'hold'), ('H17', 'hold'), ('H11', 'hold'), ('H6', 'start'), ('I17', 'hold'), ('J13', 'hold')]",6C+,2017,40
656,"[('A3', 'hold'), ('A11', 'hold'), ('B14', 'hold'), ('B8', 'hold'), ('D17', 'hold'), ('E6', 'hold'), ('G6', 'hold'), ('G14', 'hold'), ('H18', 'end'), ('H1', 'start'), ('J4', 'start')]",6C+,2017,40
657,"[('A18', 'end'), ('B13', 'hold'), ('D17', 'hold'), ('D5', 'start'), ('F12', 'hold'), ('H4', 'start'), ('I8', 'hold')]",6C+,2017,40
658,"[('A18', 'end'), ('C13', 'hold'), ('E14', 'hold'), ('H14', 'hold'), ('H9', 'hold'), ('I14', 'hold'), ('K5', 'start'), ('K11', 'hold')]",6C+,2017,40
659,"[('A5', 'start'), ('A13', 'hold'), ('B8', 'hold'), ('C4', 'start'), ('D18', 'end'), ('D15', 'hold'), ('D11', 'hold')]",6C+,2017,40
660,"[('C18', 'end'), ('D16', 'hold'), ('E5', 'start'), ('G4', 'start'), ('G13', 'hold'), ('H11', 'hold'), ('H7', 'hold'), ('K9', 'hold')]",6C+,2017,40
661,"[('B18', 'end'), ('C16', 'hold'), ('D9', 'hold'), ('G13', 'hold'), ('H5', 'start')]",6C+,2017,40
662,"[('D9', 'hold'), ('E4', 'start'), ('G7', 'hold'), ('G13', 'hold'), ('J18', 'end')]",6C+,2017,40
663,"[('H5', 'start'), ('I7', 'hold'), ('J18', 'end'), ('J11', 'hold')]",6C+,2017,40
664,"[('A4', 'start'), ('B18', 'end'), ('D18', 'end'), ('D5', 'start'), ('D4', 'hold'), ('F8', 'hold'), ('G13', 'hold'), ('G17', 'hold'), ('I7', 'hold'), ('K4', 'hold')]",6C+,2017,40
665,"[('F18', 'end'), ('G6', 'hold'), ('G13', 'hold'), ('H11', 'hold'), ('J4', 'start'), ('K11', 'hold')]",6C+,2017,40
666,"[('D16', 'hold'), ('F14', 'hold'), ('F13', 'hold'), ('F10', 'hold'), ('G18', 'end'), ('H6', 'start'), ('I11', 'hold'), ('J8', 'hold'), ('J3', 'start')]",6C+,2017,40
667,"[('A5', 'start'), ('B10', 'hold'), ('D18', 'end'), ('D12', 'hold'), ('F3', 'start'), ('G8', 'hold'), ('G10', 'hold'), ('G13', 'hold'), ('H17', 'hold'), ('J13', 'hold')]",6C+,2017,40
668,"[('A11', 'hold'), ('A16', 'hold'), ('B14', 'hold'), ('D18', 'end'), ('E3', 'start'), ('E8', 'hold'), ('I4', 'start')]",6C+,2017,40
669,"[('B18', 'end'), ('C14', 'hold'), ('D10', 'hold'), ('E3', 'start'), ('F15', 'hold'), ('H12', 'hold'), ('I3', 'start'), ('I7', 'hold')]",6C+,2017,40
670,"[('A5', 'start'), ('C10', 'hold'), ('F5', 'start'), ('G13', 'hold'), ('G14', 'hold'), ('H18', 'end')]",6C+,2017,40
671,"[('D18', 'end'), ('D12', 'hold'), ('E14', 'hold'), ('F18', 'end'), ('G8', 'hold'), ('G10', 'hold'), ('I2', 'start'), ('J6', 'start')]",6C+,2017,40
672,"[('B4', 'start'), ('E6', 'start'), ('E13', 'hold'), ('F8', 'hold'), ('G13', 'hold'), ('G16', 'hold'), ('H10', 'hold'), ('J18', 'end')]",6A+,2017,40
673,"[('D9', 'hold'), ('F5', 'start'), ('G14', 'hold'), ('H18', 'end'), ('H10', 'hold'), ('K15', 'hold')]",6A+,2017,40
674,"[('C16', 'hold'), ('D9', 'hold'), ('F18', 'end'), ('F12', 'hold'), ('F6', 'start'), ('G7', 'hold'), ('G13', 'hold'), ('H5', 'start')]",6A+,2017,40
675,"[('C16', 'hold'), ('F18', 'end'), ('F12', 'hold'), ('F6', 'start'), ('G13', 'hold'), ('H11', 'hold'), ('I7', 'hold'), ('J11', 'hold'), ('J2', 'start')]",6A+,2017,40
676,"[('C13', 'hold'), ('D17', 'hold'), ('D15', 'hold'), ('D5', 'start'), ('F18', 'end'), ('F12', 'hold'), ('F5', 'start'), ('H18', 'end'), ('H11', 'hold'), ('I8', 'hold')]",6A+,2017,40
677,"[('E3', 'start'), ('E13', 'hold'), ('F8', 'hold'), ('H5', 'start'), ('J18', 'end'), ('J16', 'hold'), ('J11', 'hold')]",6A+,2017,40
678,"[('B18', 'end'), ('C16', 'hold'), ('E13', 'hold'), ('F8', 'hold'), ('F6', 'start'), ('H5', 'start'), ('J11', 'hold')]",6A+,2017,40
679,"[('E13', 'hold'), ('F18', 'end'), ('F8', 'hold'), ('F5', 'start'), ('G13', 'hold'), ('H10', 'hold'), ('H5', 'start')]",6A+,2017,40
680,"[('D10', 'hold'), ('G6', 'start'), ('G13', 'hold'), ('G14', 'hold'), ('H8', 'hold'), ('J18', 'end'), ('J16', 'hold'), ('J4', 'start')]",6A+,2017,40
681,"[('B18', 'end'), ('C16', 'hold'), ('G13', 'hold'), ('H10', 'hold'), ('H5', 'start')]",6A+,2017,40
682,"[('A18', 'end'), ('C13', 'hold'), ('D17', 'hold'), ('F5', 'start'), ('G14', 'hold'), ('H10', 'hold'), ('H1', 'start'), ('I8', 'hold')]",6A+,2017,40
683,,6A+,2017,40
684,"[('E8', 'hold'), ('F5', 'start'), ('H18', 'end'), ('H10', 'hold'), ('I8', 'hold'), ('I16', 'hold'), ('K13', 'hold'), ('K17', 'hold')]",6A+,2017,40
685,"[('D15', 'hold'), ('D9', 'hold'), ('F12', 'hold'), ('F5', 'start'), ('G13', 'hold'), ('H18', 'end'), ('H10', 'hold')]",6A+,2017,40
686,"[('A5', 'start'), ('A6', 'start'), ('D16', 'hold'), ('D9', 'hold'), ('F18', 'end'), ('F12', 'hold'), ('F5', 'hold'), ('G10', 'hold'), ('G13', 'hold')]",6A+,2017,40
687,"[('C13', 'hold'), ('D16', 'hold'), ('D15', 'hold'), ('E8', 'hold'), ('F4', 'start'), ('H18', 'end'), ('H10', 'hold')]",6A+,2017,40
688,"[('D15', 'hold'), ('E8', 'hold'), ('F18', 'end'), ('F12', 'hold'), ('F5', 'start'), ('G13', 'hold'), ('H10', 'hold')]",6A+,2017,40
689,"[('F5', 'start'), ('H18', 'end'), ('H10', 'hold'), ('I8', 'hold'), ('K13', 'hold'), ('K15', 'hold'), ('K17', 'hold')]",6A+,2017,40
690,"[('A11', 'hold'), ('A16', 'hold'), ('B13', 'hold'), ('D18', 'end'), ('E4', 'start'), ('E8', 'hold'), ('H3', 'start')]",6B,2017,40
691,"[('C16', 'hold'), ('D11', 'hold'), ('F18', 'end'), ('F13', 'hold'), ('F8', 'hold'), ('F5', 'start'), ('J2', 'start')]",6B,2017,40
692,"[('E3', 'start'), ('E8', 'hold'), ('F4', 'start'), ('H18', 'end'), ('H15', 'hold'), ('H14', 'hold'), ('I10', 'hold'), ('J11', 'hold'), ('J4', 'hold')]",6B,2017,40
693,"[('A8', 'hold'), ('D5', 'start'), ('E11', 'hold'), ('E13', 'hold'), ('F5', 'start'), ('H18', 'end'), ('J16', 'hold')]",6B,2017,40
694,"[('D18', 'end'), ('E4', 'start'), ('E14', 'hold'), ('F18', 'end'), ('G13', 'hold'), ('H17', 'hold'), ('H10', 'hold'), ('I5', 'start'), ('I8', 'hold'), ('K1', 'hold')]",6B,2017,40
695,"[('B18', 'end'), ('E3', 'hold'), ('E13', 'hold'), ('E16', 'hold'), ('F8', 'hold'), ('F6', 'start'), ('H5', 'start'), ('I10', 'hold')]",6B,2017,40
696,"[('B10', 'hold'), ('B2', 'start'), ('D18', 'end'), ('D17', 'hold'), ('E8', 'hold'), ('F12', 'hold'), ('F4', 'start'), ('G14', 'hold')]",6B,2017,40
697,"[('A5', 'start'), ('B13', 'hold'), ('C7', 'hold'), ('D9', 'hold'), ('D1', 'hold'), ('E11', 'hold'), ('E14', 'hold'), ('E16', 'hold'), ('H18', 'end')]",6B,2017,40
698,"[('A5', 'start'), ('C10', 'hold'), ('F10', 'hold'), ('F5', 'start'), ('G13', 'hold'), ('G14', 'hold'), ('H18', 'end'), ('K15', 'hold')]",6B,2017,40
699,"[('H10', 'hold'), ('H5', 'start'), ('I7', 'hold'), ('J18', 'end'), ('J16', 'hold'), ('J11', 'hold')]",6B,2017,40
700,"[('B18', 'end'), ('B3', 'start'), ('C16', 'hold'), ('E3', 'start'), ('E13', 'hold'), ('F8', 'hold'), ('I10', 'hold')]",6B,2017,40
701,"[('A5', 'start'), ('A8', 'hold'), ('C13', 'hold'), ('D17', 'hold'), ('E11', 'hold'), ('G14', 'hold'), ('H18', 'end')]",6B,2017,40
702,"[('D10', 'hold'), ('E3', 'start'), ('E13', 'hold'), ('F17', 'hold'), ('F8', 'hold'), ('I3', 'start'), ('J18', 'end')]",6B,2017,40
703,"[('F9', 'hold'), ('H5', 'start'), ('J18', 'end'), ('J16', 'hold'), ('J11', 'hold')]",6B,2017,40
704,"[('C16', 'hold'), ('D18', 'end'), ('G13', 'hold'), ('H10', 'hold'), ('H5', 'start'), ('K4', 'start'), ('K9', 'hold')]",6B,2017,40
705,"[('G6', 'start'), ('H18', 'end'), ('H10', 'hold'), ('I16', 'hold'), ('J7', 'hold'), ('J4', 'start'), ('K13', 'hold'), ('K17', 'hold')]",6B,2017,40
706,"[('A3', 'hold'), ('C7', 'hold'), ('D15', 'hold'), ('D12', 'hold'), ('F18', 'end'), ('F5', 'start'), ('G10', 'hold'), ('H14', 'hold'), ('J4', 'start')]",6B,2017,40
707,"[('A4', 'start'), ('B8', 'hold'), ('C10', 'hold'), ('C13', 'hold'), ('E6', 'start'), ('G14', 'hold'), ('G16', 'hold'), ('H18', 'end')]",6B,2017,40
708,"[('D15', 'hold'), ('E6', 'start'), ('F18', 'end'), ('F12', 'hold'), ('G10', 'hold'), ('G13', 'hold'), ('I5', 'start')]",6B,2017,40
709,"[('D10', 'hold'), ('E13', 'hold'), ('E16', 'hold'), ('E18', 'end'), ('F9', 'hold'), ('F8', 'hold'), ('H5', 'start')]",6A+,2017,40
710,"[('D15', 'hold'), ('D5', 'start'), ('F18', 'end'), ('F12', 'hold'), ('G4', 'start'), ('G8', 'hold'), ('G10', 'hold'), ('G13', 'hold')]",6A+,2017,40
711,"[('B18', 'end'), ('C16', 'hold'), ('D10', 'hold'), ('E13', 'hold'), ('F8', 'hold'), ('H5', 'start'), ('K4', 'start')]",6A+,2017,40
712,"[('B4', 'start'), ('D15', 'hold'), ('D9', 'hold'), ('F18', 'end'), ('F5', 'start'), ('G13', 'hold'), ('H10', 'hold')]",6A+,2017,40
713,"[('B18', 'end'), ('E13', 'hold'), ('E16', 'hold'), ('F9', 'hold'), ('H12', 'hold'), ('H5', 'start'), ('I7', 'hold')]",6A+,2017,40
714,"[('D9', 'hold'), ('F5', 'start'), ('G14', 'hold'), ('H18', 'end'), ('H10', 'hold'), ('K15', 'hold')]",6A+,2017,40
715,"[('A16', 'hold'), ('B6', 'start'), ('C4', 'start'), ('C10', 'hold'), ('C13', 'hold'), ('D18', 'end'), ('D15', 'hold'), ('E8', 'hold'), ('F12', 'hold')]",6A+,2017,40
716,"[('D15', 'hold'), ('D9', 'hold'), ('D5', 'start'), ('F18', 'end'), ('F12', 'hold'), ('G4', 'start'), ('G8', 'hold'), ('G13', 'hold')]",6A+,2017,40
717,"[('A5', 'start'), ('E7', 'hold'), ('F5', 'start'), ('G13', 'hold'), ('H18', 'end'), ('H10', 'hold'), ('I8', 'hold'), ('J18', 'end'), ('J16', 'hold'), ('J13', 'hold')]",6A+,2017,40
718,"[('A4', 'hold'), ('B11', 'hold'), ('E7', 'hold'), ('E13', 'hold'), ('E16', 'hold'), ('F9', 'hold'), ('H5', 'start'), ('J18', 'end'), ('J16', 'hold'), ('K4', 'start')]",6A+,2017,40
719,"[('C16', 'hold'), ('F18', 'end'), ('F12', 'hold'), ('F7', 'hold'), ('G13', 'hold'), ('H5', 'start'), ('I8', 'hold'), ('K4', 'start')]",6A+,2017,40
