,holds,grades
133,"[('C15', 'hold'), ('C18', 'end'), ('G4', 'start'), ('H14', 'hold'), ('I12', 'hold'), ('K8', 'hold')]",7B
134,"[('B11', 'hold'), ('C18', 'end'), ('E14', 'hold'), ('G9', 'hold'), ('H5', 'start')]",7B
135,"[('D18', 'end'), ('E15', 'hold'), ('F5', 'start'), ('H12', 'hold'), ('I13', 'hold'), ('J5', 'hold'), ('K10', 'hold')]",7B
136,"[('B3', 'start'), ('E10', 'hold'), ('F7', 'hold'), ('G15', 'hold'), ('G18', 'end'), ('J12', 'hold')]",7B
137,"[('A9', 'hold'), ('A13', 'hold'), ('B15', 'hold'), ('C9', 'hold'), ('E6', 'start'), ('G18', 'end')]",7B
138,"[('B9', 'hold'), ('E12', 'hold'), ('F14', 'hold'), ('F5', 'start'), ('G18', 'end')]",7B
139,"[('A18', 'end'), ('D15', 'hold'), ('F11', 'hold'), ('H8', 'hold'), ('J5', 'start')]",7B
140,"[('B8', 'hold'), ('B3', 'start'), ('D18', 'end'), ('F10', 'hold'), ('G9', 'hold'), ('G15', 'hold'), ('H16', 'hold'), ('H12', 'hold')]",7B
141,"[('B18', 'end'), ('C7', 'hold'), ('E16', 'hold'), ('F13', 'hold'), ('F5', 'start'), ('I10', 'hold')]",7B
142,"[('A5', 'hold'), ('B11', 'hold'), ('C11', 'hold'), ('E7', 'hold'), ('F14', 'hold'), ('F7', 'hold'), ('G14', 'hold'), ('J8', 'hold'), ('J2', 'start'), ('K5', 'start'), ('K18', 'end')]",7B
143,"[('A9', 'hold'), ('C13', 'hold'), ('C14', 'hold'), ('E6', 'hold'), ('E9', 'hold'), ('G4', 'start'), ('G17', 'hold'), ('G18', 'end')]",7B
144,"[('B9', 'hold'), ('D18', 'end'), ('E12', 'hold'), ('F5', 'start'), ('G14', 'hold')]",7B
145,"[('D18', 'end'), ('E8', 'hold'), ('G4', 'start'), ('G12', 'hold'), ('H15', 'hold'), ('H12', 'hold')]",7B
146,"[('B4', 'start'), ('C12', 'hold'), ('C18', 'end'), ('D10', 'hold'), ('D6', 'start'), ('F15', 'hold'), ('G7', 'hold')]",7B
147,"[('B3', 'start'), ('E15', 'hold'), ('E18', 'end'), ('F7', 'hold'), ('G8', 'hold'), ('H11', 'hold')]",7B
148,"[('B15', 'hold'), ('B8', 'hold'), ('F13', 'hold'), ('G11', 'hold'), ('G18', 'end'), ('H5', 'start'), ('I8', 'hold')]",7B
149,"[('B4', 'start'), ('C7', 'hold'), ('C15', 'hold'), ('C18', 'end'), ('D10', 'hold'), ('D6', 'start')]",7B
150,"[('A14', 'hold'), ('A18', 'end'), ('B6', 'hold'), ('C13', 'hold'), ('F11', 'hold'), ('G2', 'start'), ('I13', 'hold'), ('J8', 'hold'), ('J7', 'hold')]",7B
151,"[('F15', 'hold'), ('F5', 'start'), ('G11', 'hold'), ('G18', 'end')]",7B
152,"[('A18', 'end'), ('D16', 'hold'), ('D10', 'hold'), ('E14', 'hold'), ('F6', 'start'), ('I8', 'hold'), ('I13', 'hold')]",7B
153,"[('B18', 'end'), ('B10', 'hold'), ('D7', 'hold'), ('E14', 'hold'), ('G10', 'hold'), ('H8', 'hold'), ('K5', 'start')]",7B
154,"[('B15', 'hold'), ('E12', 'hold'), ('G9', 'hold'), ('G17', 'hold'), ('G18', 'end'), ('H8', 'hold'), ('H5', 'start'), ('K5', 'start')]",7B
155,"[('B4', 'start'), ('C7', 'hold'), ('C18', 'end'), ('D13', 'hold'), ('D10', 'hold'), ('D3', 'start'), ('G17', 'hold')]",7B
156,"[('A9', 'hold'), ('B3', 'start'), ('E12', 'hold'), ('F14', 'hold'), ('F7', 'hold'), ('I18', 'end')]",7B
157,"[('C9', 'hold'), ('D12', 'hold'), ('F15', 'hold'), ('F6', 'start'), ('H18', 'end'), ('H7', 'hold'), ('I4', 'start')]",7B
158,"[('B9', 'hold'), ('B3', 'hold'), ('C10', 'hold'), ('D18', 'end'), ('D15', 'hold'), ('G4', 'start'), ('H12', 'hold')]",7B
159,"[('A9', 'hold'), ('C5', 'start'), ('D18', 'end'), ('E6', 'start'), ('F13', 'hold'), ('F11', 'hold'), ('G15', 'hold')]",7B
160,"[('C10', 'hold'), ('E18', 'end'), ('F5', 'start'), ('H14', 'hold')]",7C
161,"[('B3', 'start'), ('C14', 'hold'), ('D9', 'hold'), ('D5', 'hold'), ('G18', 'end'), ('H11', 'hold'), ('I6', 'hold')]",7C
162,"[('D8', 'hold'), ('E6', 'start'), ('G18', 'end'), ('H12', 'hold'), ('I6', 'start'), ('I15', 'hold'), ('J10', 'hold')]",7C
163,"[('C5', 'start'), ('D18', 'end'), ('F15', 'hold'), ('G2', 'start'), ('G7', 'hold'), ('H12', 'hold'), ('I9', 'hold'), ('I15', 'hold')]",7C
164,"[('D18', 'end'), ('D15', 'hold'), ('F12', 'hold'), ('F10', 'hold'), ('I4', 'start'), ('I6', 'hold')]",7C
165,"[('C7', 'hold'), ('G2', 'start'), ('G11', 'hold'), ('H18', 'end'), ('H14', 'hold'), ('J14', 'hold')]",7C
166,"[('A9', 'hold'), ('C13', 'hold'), ('D18', 'end'), ('D3', 'hold'), ('G8', 'hold'), ('J5', 'start')]",7C
167,"[('A11', 'hold'), ('A13', 'hold'), ('A16', 'hold'), ('B7', 'hold'), ('B4', 'start'), ('C18', 'end'), ('D8', 'hold'), ('D3', 'start')]",7C
168,"[('B11', 'hold'), ('B4', 'start'), ('C6', 'hold'), ('D18', 'end'), ('D7', 'hold'), ('D3', 'start'), ('E11', 'hold')]",7C
169,"[('C9', 'hold'), ('C18', 'end'), ('E14', 'hold'), ('F12', 'hold'), ('G6', 'start')]",7C
170,"[('B4', 'start'), ('C8', 'hold'), ('D3', 'start'), ('F15', 'hold'), ('F12', 'hold'), ('G18', 'end'), ('H8', 'hold')]",7B+
171,"[('B13', 'hold'), ('E10', 'hold'), ('E18', 'end'), ('F7', 'hold'), ('G2', 'start'), ('J2', 'start')]",7B+
172,"[('A18', 'end'), ('D15', 'hold'), ('F13', 'hold'), ('G6', 'start'), ('J10', 'hold'), ('J2', 'start')]",7B+
173,"[('D12', 'hold'), ('D5', 'start'), ('G12', 'hold'), ('G17', 'hold'), ('H10', 'hold'), ('H5', 'start'), ('I18', 'end')]",7B+
174,"[('A5', 'start'), ('A9', 'hold'), ('E16', 'hold'), ('F13', 'hold'), ('F11', 'hold'), ('I18', 'end')]",7B+
